title,name_genres,popularity
The Past,Drama Mystery,9.166555
Lathe of Heaven,Science Fiction,0.197684
Down Terrace,Drama Action Comedy,1.585713
My Wrongs 8245-8249 And 117,Comedy,0.869438
Bush Mama,Drama,0.069994
"Surrender, Dorothy",TV Movie Drama Romance,0.877446
The Twonky,Comedy Science Fiction,0.30079
The Merchant of Venice,,0.00926
The Loss of a Teardrop Diamond,Drama Romance,1.458231
The Broken Circle Breakdown,Drama,12.507625
After School Midnighters,Fantasy Animation Comedy Family,0.456974
Life Back Then,Drama,0.418925
The Devil's Carnival,Horror,1.60037
Frances Ha,Comedy Drama,8.471415
The Lords of Salem,Horror Thriller,9.981121
Up Periscope,Action Adventure Drama Thriller War,1.261092
Alive and Ticking,Comedy Drama Family,0.993068
Cell Count,Thriller,0.27304
Behind the Candelabra,Drama Romance,7.339451
India: Matri Bhumi,Documentary,0.078006
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,Documentary,0.7984
The Parade,Comedy Drama,2.037221
L.A. Zombie,Horror,1.349654
Firecracker,Mystery Thriller,0.115112
At the River I Stand,,0.0
National Lampoon's Attack of the 5 Ft. 2 Women,Comedy,0.015298
Babies For Sale,Drama,0.044963
Earth's Final Hours,Science Fiction,1.396593
Finding a Family,Drama Family TV Movie,0.731987
With Great Power: The Stan Lee Story,Documentary,2.017343
Aftershock,Horror Thriller,8.367858
3096 Days,Crime Drama,7.089137
My Stuff,Documentary,0.867073
Hilton!,Documentary,0.085108
The Human Scale,Documentary,1.459804
Privilege,Drama,0.330594
Little Girl,Drama,0.327436
The Last Elvis,Drama,0.678927
Last Days Here,Documentary,0.570293
After Earth,Science Fiction Action Adventure,10.747642
Dream Demon,Horror,0.078806
Act One,Drama,1.013356
Fairhaven,Comedy Drama,1.283474
Derek,Documentary Foreign,0.466088
The Devil Within Her,Thriller Horror,0.700924
In the Park,Comedy,0.857619
Now You See Me,Thriller Crime,17.852022
Lovelace,Drama,6.383512
A Dangerous Place,Crime,0.168055
Modify,Documentary,0.719373
Hiroshima,Documentary Drama,1.127808
War Made Easy: How Presidents & Pundits Keep Spinning Us to Death,Documentary,0.30516
Dark Circles,Horror,6.708802
Assault on Wall Street,Drama Thriller Action,7.089715
Interview with a Hitman,Action Thriller,10.04115
Special Forces,Action Drama War,5.3584
Feeding Frenzy,Comedy Horror,0.582453
Age of Heroes,Drama Action Thriller War,2.990369
All In: The Poker Movie,Documentary,0.124581
Nice Guy Johnny,Comedy Romance,2.166081
Take Me Home,Comedy Romance,9.702695
An Ideal Husband,Comedy,0.362895
Any Wednesday,Comedy Romance,0.509197
Attack on the Iron Coast,Action War,0.984142
Le combat dans l'île,Drama,0.347836
The Era of Vampires,Horror Action,0.512034
"East, West, East: The Final Sprint",Drama Comedy,0.126566
Somebody Up There Likes Me,Comedy,0.52137
Dances Sacred and Profane,,0.000844
Mary and Martha,Drama,12.015917
Opera Jawa,Drama,0.076219
Redd Inc.,Thriller Horror Comedy,5.411012
Rapado,Drama,0.011353
The Color of Friendship,Family Drama,0.901429
Berberian Sound Studio,Horror Drama Thriller,5.532455
The Way Way Back,Comedy Drama,10.342737
Foxfire,Drama,7.025918
Vasermil,Drama,0.111595
Whole,Documentary,0.041972
Penthouse,Crime Drama Mystery,0.567585
Come Out and Play,Horror,8.568944
Just Like Brothers,Comedy,3.130494
The Body,Thriller Mystery,5.513308
I Don't Want to Go Back Alone,Drama Romance,2.533384
Much Ado About Nothing,Comedy,5.455903
Any Day Now,Drama,10.559109
They Call Us Misfits,Documentary,1.289488
No and Me,Drama,1.806222
His New Profession,Comedy,0.339995
Man of Steel,Action Adventure Fantasy Science Fiction,18.538834
Shanghaied,Comedy,0.396449
The Kings of Summer,Comedy Drama,6.25805
Pyaar Ka Punchnama,Drama Comedy Romance Foreign,1.294741
"London, Paris, New York",Romance,0.33515
The Big Wedding,Comedy,6.651605
Still Mine,Drama,8.549448
Hannah Arendt,Drama,5.329701
The Other Family,Drama,0.654032
Birders: The Central Park Effect,Documentary,0.166566
41,,0.414219
Bakhita,History Adventure,1.282949
The Purge,Science Fiction Horror Thriller,23.207663
The Neighbor,Thriller Horror,0.476993
God Bless Ozzy Osbourne,Documentary Music,0.420825
The Reluctant Fundamentalist,Thriller,6.231928
Rapture-Palooza,Comedy Fantasy Horror,9.603327
100 years of evil,,0.042096
Speed - In Search of Lost Time,,0.198423
After Him,Drama Foreign,0.612802
The Witches,Horror,1.014505
Tetsuo: The Bullet Man,Action Science Fiction Horror Thriller,1.658163
20 Feet from Stardom,Documentary Music,8.283621
Perfumed Nightmare,Comedy Drama,0.009192
Far Out Man,Action Comedy,1.522173
Out Late,,0.011845
Bad Blood: A Cautionary Tale,Documentary,0.006025
Beverly Hills Chihuahua 3 - Viva La Fiesta!,Comedy Family,4.01161
AM1200,Horror,0.523995
The Executioner,Thriller,1.252001
Looking for Palladin,,0.01982
The Bling Ring,Drama Crime,7.913029
The Mugger,Drama Foreign,0.168087
Monsters University,Animation Family,16.267502
Donos de Portugal,Documentary,0.008236
Hammer of the Gods,History Action Adventure,5.093586
6 Month Rule,Comedy Romance,0.125429
A Beginner's Guide to Endings,Comedy Drama,0.564126
The War You Don't See,Documentary,0.732773
Schlussmacher,Comedy,4.372036
From the East,Documentary Foreign,0.164233
Doomed Love,Romance Drama,0.013577
"Reason, Debate and a Story",Drama,2.87607
Julius Caesar,Drama,4.1e-05
Wedding Trough,Horror Romance,0.52976
Oblivion Island: Haruka and the Magic Mirror,Adventure Animation,1.919196
Eden,Drama,3.928695
Days of Grace,Drama Foreign,1.350744
A Place at the Table,Documentary,1.673307
Fullmetal Alchemist: The Sacred Star of Milos,Adventure Fantasy Animation Action Science Fiction,2.463401
American Idiots,Comedy Romance,0.618902
Maniac,Horror,8.804658
Not Suitable For Children,Comedy Romance,6.431209
The Lesser Blessed,,0.518664
A Common Man,Action Thriller,3.206962
Pacific Rim,Action Science Fiction Adventure,33.949359
Lego Batman: The Movie - DC Super Heroes Unite,Animation Adventure Family,1.607783
The Best Offer,Drama Romance Crime Mystery,8.995603
Sassy Pants,Comedy Drama,1.83717
A Flea In Her Ear,Comedy,0.816407
Ada,Drama,0.350902
Adam and Eve,Comedy Romance,1.621741
World War Z,Action Drama Horror Science Fiction Thriller,26.114917
Elysium,Science Fiction Action Drama Thriller,15.232738
Dirty Wars,Documentary Drama War Crime Mystery,6.413287
I Want to Marry Ryan Banks,Romance Comedy,0.560975
K-911,Action Comedy Crime Mystery,5.19009
Mr. Moto's Gamble,Drama Mystery Thriller,1.060894
Unconditional,Drama,7.536984
Sign 'o' the Times,Music,0.002001
Just Before Dawn,Horror Thriller,1.239
We Steal Secrets: The Story of WikiLeaks,Documentary,8.469808
What Maisie Knew,Drama,8.535611
Dragon Hunter,Fantasy,1.31226
Shark Alarm at Müggel Lake,Comedy,1.559884
The Revisionaries,Documentary,0.296815
The Anniversary,Drama Comedy Thriller,1.087084
The Purple Gang,Drama Crime,0.041885
The Death of Maria Malibran,Drama,0.217022
Minamata: The Victims and Their World,,0.035301
American Mary,Horror Thriller,9.912269
Liz & Dick,Drama TV Movie,1.267272
Yamla Pagla Deewana 2,,0.168763
Europa Report,Science Fiction Thriller,6.964263
Känd från TV,Comedy,0.567912
Odd Thomas,Mystery Thriller,7.090029
Cigarettes and Coffee,Drama,0.36048
Jim Gaffigan: Mr. Universe,Comedy TV Movie,1.047845
The Projectionist,Comedy Fantasy,0.103888
The Vampire,Mystery Thriller Horror,0.510668
Love Ghost,,0.582263
The Sound of Insects: Record of a Mummy,Documentary,0.155071
Blutzbrüdaz,Music Drama Foreign,0.992885
Despicable Me 2,Animation Comedy Family,24.82355
White House Down,Action Drama Thriller,9.920223
The World's End,Comedy Action Science Fiction,9.830382
Keith Lemon: The Film,Comedy,0.941501
The Tempest,Fantasy Drama Science Fiction,1.8e-05
Back to 1942,Drama,1.678013
Hummingbird,Action Thriller,8.801032
Love and Lemons,Romance,0.343246
The Hounds,Horror Thriller Crime,0.101706
The Heat,Action Comedy Crime,12.706403
May I Kill U?,,0.393771
Very Important Person,War Comedy,0.424395
The Last Seven,Thriller,0.719257
The Lone Ranger,Action Adventure Western,12.729104
Happiness Never Comes Alone,Comedy Romance,4.143244
My Perestroika,Documentary,0.347137
A Millionaire for Christy,Comedy Romance,0.151177
Aftershock: Earthquake in New York,Action Drama Thriller,6.930899
The Doctor and the Devils,Horror,2.993009
Flicker,Drama,0.498719
Hong Kong Confidential,Drama Comedy Romance Foreign,0.859549
Life Without Dick,Action Comedy Romance,2.476312
The Beach Boys: An American Family,,0.002363
Hypocrites,Drama,0.32164
A Grandpa for Christmas,Drama TV Movie Comedy,0.328617
"Ah, Wilderness!",Comedy Drama,0.746099
Crossfire Trail,Drama Romance Thriller Western Action,4.806092
The Thieves,Action Crime,3.863016
Woody Allen: A Documentary,Documentary,2.945649
Epitaph,Horror Foreign,1.096971
Passion,Thriller Drama Crime Mystery,10.260026
Pussy Riot: A Punk Prayer,Music Documentary,0.870165
Batman Unmasked: The Psychology of the Dark Knight,Documentary,1.084614
Ghoulies III: Ghoulies Go to College,Fantasy Drama Horror Action Comedy,1.540257
Ghoulies IV,Comedy Horror Science Fiction,2.470516
Call Girl,Thriller Drama,3.908079
Alive Day Memories: Home from Iraq,Documentary,0.129789
How to Make Money Selling Drugs,Documentary,2.977883
The Stig-Helmer Story,Comedy,1.076739
The Ice House,Drama Mystery Thriller,1.485183
Return of the Living Dead: Necropolis,Comedy Horror,8.195958
V/H/S/2,Horror Thriller,10.714779
Return of the Living Dead: Rave to the Grave,Comedy Horror,8.186979
Arctic Blast,Science Fiction,5.270343
Gideon's Army,Documentary,0.223415
Macbeth,Thriller,0.328289
The Knot,Comedy Romance,1.005983
Cottage Country,Action Comedy Crime Romance,5.743909
Along the Great Divide,Western Adventure Romance,0.79082
Ambush Trail,Action Western,0.011725
American Samurai,Action Thriller,1.280278
Food Matters,Documentary,3.292247
Bad Girls,Comedy,2.016527
ICHI,Action Adventure Drama History,4.404908
The Shadow Riders,Action Adventure Western,3.108433
Inadequate People,Comedy Romance,1.50953
Kid Millions,Music Comedy,0.160727
The Spectacular Now,Comedy Drama Romance,8.098964
Thanks for Sharing,Comedy Drama,11.26248
The Lifeguard,Drama Comedy Romance,5.499664
Ed Hardy: Tattoo the World,Documentary,0.041734
Vile,Horror Thriller,5.003941
What's in a Name,Drama Comedy,7.038718
Partners: The Movie II,Crime Drama,0.007879
A Hijacking,Thriller Drama,5.945296
Tell Me and I Will Forget,,0.005882
Trilogy of Terror II,Horror Thriller,1.15884
Big Star: Nothing Can Hurt Me,Documentary,0.742895
Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington,Documentary,0.153191
It's a Bikini World,Comedy,0.273974
Dead Man's Burden,Drama Western,0.845067
Downloaded,Documentary,2.82234
Jug Face,Horror Thriller Drama,5.305049
Chu Chin Chow,Music Fantasy Romance,0.01265
Gagarin: First in Space,Drama History,2.242009
Taming of the Fire,Drama History,0.10575
Sharknado,TV Movie Horror,4.928195
Hamlet,Drama,0.48737
Please Remove Your Shoes,Documentary,0.165904
Craig Ferguson: I'm Here to Help,Comedy,0.429412
Lune Froide,,0.380269
Stuck in Love,Drama Comedy,6.715938
Class Act,Comedy Drama,5.196912
How to Live Forever,Documentary,0.517199
ATF,Action Crime Drama,0.208333
Den ofrivillige golfaren,Comedy,2.059092
Brain Dead,Horror Action Thriller Science Fiction,10.28123
Fruitvale Station,Drama,13.305596
Sēņotāji,,0.014823
A Limousine the Colour of Midsummer's Eve,Drama Comedy,0.001586
Apple in the River,Romance Drama,0.348978
Making a Killing: The Untold Story of Psychotropic Drugging,Documentary,0.228266
Pax Americana and the Weaponization of Space,Documentary,0.062185
Arizona Raiders,Western,0.392813
Bhaag Milkha Bhaag,History Action Drama,4.342418
D-Day,Action Thriller,1.462374
The Terror Within,Horror Science Fiction,1.292125
The Surgeon,Horror Science Fiction,1.141545
Tai Chi Hero,Action Adventure,3.164718
Zombies on Broadway,Comedy,0.414715
R.I.P.D.,Fantasy Action Comedy Crime,9.369679
The Client List,Drama,3.723562
Justice League: The Flashpoint Paradox,Fantasy Science Fiction Animation Action Adventure,9.527559
United,Drama History,3.412706
Death Is a Woman,Drama Mystery,0.33135
Ip Man: The Final Fight,Action Drama,1.54105
Pawn Shop Chronicles,Action Comedy,6.637114
Killing Season,Action Thriller,13.382027
Joker,Comedy Foreign,0.966606
Gitmo,,0.110953
My Avatar and Me,Documentary Science Fiction,0.020993
The Blood Beast Terror,Horror Mystery Science Fiction,1.17773
Othello,,0.653579
A Field in England,Drama History Thriller,13.567726
The Conjuring,Horror Thriller,14.90169
Everything,Drama Mystery,0.554708
The Starfighters,,0.252602
Love,Drama Science Fiction,3.760776
Mean Girls 2,Comedy,7.515436
The Colony,Action Science Fiction Horror,9.726664
A Warrior's Heart,Action Drama Family,7.72479
An Angel Named Billy,Drama,0.187181
Scenic Route,Drama Thriller,5.471865
Slave Girls,Adventure Fantasy,1.018994
"Bashu, the Little Stranger",Drama Family Foreign,0.478812
Wild Gals of the Naked West,Comedy Western,1.504398
The Cheshire Murders,Documentary,1.479249
Dragon Age: Dawn of the Seeker,Fantasy Animation,2.255852
The Damned,Drama War,0.461157
Gasland Part II,Documentary,0.405805
The Human Behavior Experiments,Documentary,0.212655
Turbo,Animation Family,8.979753
Gunman's Walk,Western,1.60834
The Devil's in the Details,Thriller,1.590978
The Wolverine,Action Science Fiction Adventure Fantasy,3.918287
Sol,Science Fiction,0.061257
The Devil Dared Me To,Action Comedy,6.91842
Sky West and Crooked,Drama Romance,0.632929
Make Believe,Documentary Family,0.077778
Gold,Adventure Drama Western,4.77299
Sacrificio: Who Betrayed Che Guevara,Documentary,0.071988
Let's Make Money,Documentary,1.980374
The Middle of the World,Drama Foreign,1.31979
The Crash Reel,Documentary,2.212038
Drinking Buddies,Romance Drama,7.745083
90 Minutes,Drama,1.188532
Hell Baby,Comedy Horror,4.899401
RED 2,Action Comedy Crime Thriller,11.04233
Miami Connection,Action Crime,1.972494
The Battery,Drama Horror,3.530559
Coffee Town,Comedy,3.024814
The Death of the Incredible Hulk,Action Drama Science Fiction,4.541138
"Nick Carter, Master Detective",Crime Mystery Drama,0.081235
Vehicle 19,Thriller,10.803734
To Get to Heaven First You Have to Die,Drama,0.166991
Tinpis Run,Comedy,0.350449
Out of Life,Drama,0.365192
Fetching Cody,Comedy Drama Fantasy Romance Science Fiction,0.320755
Black & White & Sex,Drama,1.2644
Witchhammer,Drama Thriller Foreign,0.716033
Whisper of Sin,Drama,0.169469
Forest of the Gods,Drama,0.19364
RFK Must Die The Assassination Of Bobby Kennedy,Documentary,0.093564
New World,Thriller,5.323934
Page Miss Glory,Comedy Music Romance,0.670175
The Battle for Marjah,Documentary,0.076597
Holidays by the Sea,Comedy,0.492842
Revenge for Jolly!,Comedy Drama,6.206395
Night Train to Lisbon,Mystery Romance Thriller,6.976215
Bigfoot,Horror Science Fiction Adventure,1.516298
Consuming Kids: The Commercialization of Childhood,Documentary,0.180931
The Breath,Action Adventure Drama History War,1.315237
Iran Is Not the Problem,Documentary War,0.075397
Mighty Uke,Documentary Music,0.011213
The Hard Man,Western,0.255555
2 Guns,Action Comedy Crime,13.336512
First Comes Love,Documentary,0.11618
Rafa,Crime Drama Family,0.390674
Giorgino,Drama,2.659592
The All Together,Comedy,0.420003
Aloha Summer,Comedy Drama,1.256126
Hell and Back Again,Documentary,0.990359
Lost in Thailand,Comedy,1.789133
The Last Days,Science Fiction Adventure Thriller,5.961623
Our Nixon,Documentary,0.420779
Off the Menu: The Last Days of Chasen's,Documentary,0.051061
Darling Companion,Drama Romance,1.629119
Blue Jasmine,Comedy Drama,12.61244
Frankenstein's Army,Action Horror,5.451583
The Great Beauty,Comedy Drama,8.176134
Whatever You Say,Drama Comedy Thriller Crime Foreign,0.651499
Troma's War,Comedy Horror Action,0.91251
Only the Young,Romance Documentary Comedy,0.423216
The Canyons,Thriller Drama,4.281631
Always Outnumbered,Drama TV Movie,0.86635
And You Thought Your Parents Were Weird!,Family Science Fiction,0.000578
Another Chance,,0.471335
Andy Hardy's Double Life,Comedy Family Romance,0.144944
They Called Him Bulldozer,Action Comedy,2.666812
Bomber,Action Comedy Drama,3.366866
Three Giant Men,Action,0.605245
Blood Shot,Action Comedy Horror,1.393393
Another Face,Comedy Drama,0.014357
Armored Car Robbery,Crime,2.393434
Fred & Vinnie,,0.009883
"Love, Marilyn",Documentary,4.836391
Beneath,Horror Thriller,7.244622
Arena,Horror Science Fiction,0.773352
The Second Arrival,Action Adventure Science Fiction Thriller,2.305426
Two Guys Talkin' About Girls,Comedy Drama Romance,0.121323
Phantom of the Megaplex,Action Comedy Family Mystery,1.602574
The Redhead from Wyoming,Action Romance Western,0.154625
Baby on Board,,0.353766
Battle for Brooklyn,Documentary Drama,0.053443
Vares - The Path Of The Righteous Men,Action Crime,0.562559
Alcan Highway,Documentary,0.120931
Louis C.K.: Oh My God,Comedy,3.460311
The Count of Monte Cristo,Drama,3.662748
Percy Jackson: Sea of Monsters,Adventure Family Fantasy,10.338222
The Smurfs 2,Fantasy Family Comedy Animation,10.640864
Alan Partridge: Alpha Papa,Comedy,10.130541
Class of 1999,Science Fiction Thriller,6.700173
Computer Chess,Comedy,2.826746
The Devil's Nightmare,Horror Fantasy,1.57184
The Attack,Drama,2.0275
My Little Pony: Equestria Girls,Animation Comedy Family Fantasy Music,8.353231
Lupin the Third: The Secret of Mamo,Action Adventure Animation Comedy Crime,0.961479
Bloody Murder,Horror Drama Thriller,0.238675
Miss You Can Do It,Documentary Family Drama,0.259069
The Road to Brown,,0.0
The Forsyte Saga,,0.023148
Jay and Silent Bob Go Down Under,Comedy,0.914668
The Brute,Drama Romance,0.367499
Man of Tai Chi,Action Drama,11.829231
Zombies of Mora Tau,Adventure Fantasy Horror,0.823628
The Giant Claw,Horror Science Fiction,0.975971
Prince Avalanche,Comedy Drama,6.57698
